name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
new york,2018-01-20T16:00:00,9.6,6,-3.5,39.55,0,,,0,2,46.7,31.7,254,1012.2,34.2,16,126,0.5,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-20T17:00:00,9.2,7.3,-3.3,41.31,0,,,0,1.87,38.9,12.6,266,1013.2,34.2,16,33,0.1,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-20T18:00:00,8.6,5.7,-3.2,43.31,0,,,0,1.75,37.1,18.9,256,1014.1,34.2,16,165,0.6,2,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,C1735,KNYC,72503014732"
new york,2018-01-20T19:00:00,8.4,5.9,-2.8,45.24,0,,,0,1.63,,15.6,267,1015,34.2,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-20T20:00:00,8,5.5,-2.7,46.91,0,,,0,1.5,,14.4,262,1015.8,34.2,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-20T21:00:00,7.4,5.5,-2.8,48.39,0,,,0,1.37,35.3,10.1,260,1016.1,19.2,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-20T22:00:00,7,7,-2.8,49.71,0,,,0,1.25,,4.4,299,1016.3,19.2,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-20T23:00:00,7.1,5.4,-2.8,49.3,0,,,0,1.13,,9.2,250,1016.7,15.6,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-21T00:00:00,6.6,4.8,-2.6,51.7,0,,,0,1,,9.1,242,1017.2,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-21T01:00:00,6,4.4,-2.1,55.7,0,,,0,0.88,,7.8,254,1017.3,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-21T02:00:00,6.1,4.5,-2.1,55.39,0,,,0,0.75,,7.8,279,1017.9,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-21T03:00:00,6,4.5,-2.6,53.98,0,,,0,0.63,,7.2,269,1018.2,4.4,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-21T04:00:00,5.7,3.7,-2.7,54.81,0,,,0,0.5,,8.9,267,1018.2,4.4,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-21T05:00:00,6,6,-2.8,53.41,0,,,0,0.38,,4.5,289,1018.8,4.4,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-21T06:00:00,5.6,4,-2.3,56.66,0,,,0,0.25,,7.6,261,1019.6,4.4,16,2,0,0,,Clear,clear-night,"D1574,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-21T07:00:00,5.6,3.6,-2.1,57.27,0,,,0,0.13,,9.4,260,1020.4,19.2,16,7,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-21T08:00:00,5.8,4,-2.1,56.88,0,,,0,0,,8.4,267,1021.1,34.2,16,46,0.2,0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-21T09:00:00,6.8,4.9,-1.7,54.51,0,,,0,0,,9.7,281,1021.4,34.2,16,142,0.5,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-21T10:00:00,7.4,5.7,-1.5,53.45,0,,,0,0,,9.1,295,1022,34.2,16,284,1,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-21T11:00:00,8.1,6.1,-2,49.12,0,,,0,0,,11.4,316,1022.2,34.2,16,468,1.7,5,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-21T12:00:00,8.6,7,-1.6,48.49,0,,,0,0,,10.1,308,1021.5,34.2,16,464,1.7,5,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-21T13:00:00,9.2,8,-1.6,46.56,0,,,0,0,,8.7,283,1020.8,34.2,16,429,1.5,4,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-21T14:00:00,9.9,9.3,-1.6,44.56,0,,,0,0,,6.2,320,1020.2,34.2,16,407,1.5,4,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-21T15:00:00,10.5,10.5,-1.6,42.91,0,,,0,0,,6.6,287,1020.2,34.2,16,303,1.1,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-21T16:00:00,9.9,9.9,-1.4,45.31,0,,,0,0,,2.7,331,1020.2,65,16,112,0.4,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-21T17:00:00,9.8,9.8,-1,46.89,0,,,0,0,,2.9,331,1020.7,95.7,16,29,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-21T18:00:00,9.6,9.6,-0.6,49.17,0,,,0,0,,3.2,357,1021.3,97.5,16,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-21T19:00:00,9.7,9.7,0.4,52.6,0,,,0,0,,4,353,1021.2,97.5,16,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-21T20:00:00,9.5,9.5,0.8,54.59,0,,,0,0,,3.4,88,1021.8,100,16,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-21T21:00:00,9.2,9.2,1,56.59,0,,,0,0,,2.9,61,1021.7,100,16,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-21T22:00:00,9,9,0.9,56.96,0,,,0,0,,2.1,303,1021.7,100,16,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-21T23:00:00,9,9,1.6,59.87,0,,,0,0,,2.6,88,1021.4,100,16,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-22T00:00:00,9.2,9.2,2,60.91,0,,,0,0,,1.2,27,1021.2,100,16,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-22T01:00:00,7.3,7.3,2.3,70.16,0.05,,,0,0,,4,20,1021.1,100,14.8,,,,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-22T02:00:00,6.5,5.5,2.5,75.94,0,,,0,0,,5.8,37,1020.8,100,15.6,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-22T03:00:00,5.8,5.8,2.7,80.52,0.18,,,0,0,,4.5,61,1020.5,100,13.2,,,,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-22T04:00:00,5.7,5.7,2.6,80.69,0,,,0,0,,2.9,20,1020.3,100,13,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-22T05:00:00,5.3,4,2.6,82.89,0,,,0,0,,6.2,60,1020.2,100,13,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-22T06:00:00,5.2,3.6,2.2,80.63,0,,,0,0,,7.3,48,1020.5,100,12.8,2,0,0,,Overcast,cloudy,"D1574,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-22T07:00:00,5.2,3.5,2.2,80.44,0,,,0,0,,7.6,42,1020.9,100,11.5,74,0.3,1,,Overcast,cloudy,"D1574,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-22T08:00:00,5.6,3.5,2.7,81.71,0,,,0,0,,9.3,36,1021.6,100,9.2,31,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-22T09:00:00,5.6,3.5,2.7,81.26,0,,,0,0,,9.8,57,1022.1,100,8.8,58,0.2,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-22T10:00:00,6.2,4.3,2.9,79.33,0,,,0,0,,9.1,59,1022.4,100,8.8,126,0.5,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-22T11:00:00,7,5.4,3.3,77.62,0,,,0,0,,8,41,1022.6,100,7.1,187,0.7,2,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-22T12:00:00,7.5,5.9,3.4,75.15,0,,,0,0,,8.8,40,1021.7,33.7,7.1,338,1.2,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-22T13:00:00,7.8,6.1,3.8,75.86,0,,,0,0,,9.9,59,1021.2,69.2,9,249,0.9,2,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-22T14:00:00,7.8,5,3.7,75.44,0,,,0,0,,16.6,60,1020.6,99.2,9.4,198,0.7,2,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-22T15:00:00,7.8,5.4,3.8,75.86,0,,,0,0,25.9,13.6,40,1020,90.6,10.7,118,0.4,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-22T16:00:00,7.2,4.8,3.7,78.47,0,,,0,0,,13,69,1020.3,100,10.8,45,0.2,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-22T17:00:00,6,3.2,3.6,84.26,0,,,0,0,,14.1,63,1020.6,99.2,10.7,15,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-22T18:00:00,5.4,2.6,3.5,87.21,0,,,0,0,,13.2,54,1020.7,99.2,8.9,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-22T19:00:00,4.6,1.1,3,89.09,0,,,0,0,,16.3,49,1020.7,100,7.1,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-22T20:00:00,4.3,1.1,2.7,88.91,0,,,0,0,,14.2,32,1020.3,99.2,10,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-22T21:00:00,3.6,0.5,2.4,91.94,0,,,0,0,,12.2,77,1019.9,100,4.5,,,,,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
new york,2018-01-22T22:00:00,3.4,0.1,2.7,95.01,0,,,0,0,,13.5,49,1019.1,90.6,2.2,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-22T23:00:00,3.4,0,3,97.1,0,,,0,0,,13.8,54,1018.5,65.2,1.1,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-23T00:00:00,3.6,0.3,3,95.55,0,,,0,0,,13.9,65,1018.1,65.2,0.8,,,,,Partially cloudy,fog,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-23T01:00:00,3.3,0.6,3.1,98.65,0,,,0,0,,9.9,46,1016.5,90.6,1.4,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-23T02:00:00,3.3,3.3,2.8,97.07,0,,,0,0,,4.5,27,1015.5,90.6,5.2,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-23T03:00:00,3.6,3.6,3,95.99,0,,,0,0,,3.7,19,1014.3,100,5.7,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-23T04:00:00,4,2,3.1,94.07,0,,,0,0,,7.8,58,1012.9,100,5.7,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,KNYC,72503014732"
new york,2018-01-23T05:00:00,4,2.1,3.5,96.33,0,,,0,0,,7.6,64,1011.4,65.2,1.4,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-23T06:00:00,5,3,4.4,95.54,0.05,,,0,0,,8.7,98,1010.3,57.4,0.6,1,0,0,,"Rain, Partially cloudy",rain,"D1574,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-23T07:00:00,6.2,4.6,6.1,99.23,0.62,,,0,0,,7.9,44,1008.5,100,2.7,104,0.4,1,,"Rain, Overcast",rain,"D1574,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-23T08:00:00,10.1,10.1,9.5,96.02,0.21,,,0,0,38.9,12.4,160,1007.5,100,4.5,7,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
new york,2018-01-23T09:00:00,10.9,10.9,10.3,96.16,0.42,,,0,0,33.5,13,159,1006.2,100,3.6,23,0.1,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
new york,2018-01-23T10:00:00,12.1,12.1,11.6,96.48,1.23,,,0,0,28.6,16.7,172,1005.4,100,4,33,0.1,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
new york,2018-01-23T11:00:00,13.2,13.2,11.9,92.26,0.53,,,0,0,29.2,13.8,174,1003.3,100,12.2,88,0.3,1,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-23T12:00:00,13.3,13.3,12.1,92.28,0.34,,,0,0,38.6,16.8,159,1000.7,98.2,14.2,104,0.4,1,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-23T13:00:00,13.2,13.2,11.6,89.99,0.58,,,0,0,,10.3,261,1000.4,98.9,9.4,148,0.5,1,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
new york,2018-01-23T14:00:00,15,15,9.8,70.71,0.13,,,0,0,,5.5,327,999.5,85.7,16,290,1,3,,"Rain, Partially cloudy",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-23T15:00:00,15.3,15.3,9,66.34,0,,,0,0,,4.6,301,999.3,88.9,16,234,0.8,2,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-23T16:00:00,15.4,15.4,8.5,63.48,0,,,0,0,,5,306,999.9,95.7,16,52,0.2,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-23T17:00:00,12.9,12.9,8.1,73.04,2.04,,,0,0,38.6,20.6,284,1001.7,98.2,13.7,7,0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-23T18:00:00,11.4,11.4,3.2,57.05,0,,,0,0,45.2,15.8,282,1002.9,95.7,16,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-23T19:00:00,11.1,11.1,2.7,56.04,0,,,0,0,32,19.3,277,1003.5,82.6,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-23T20:00:00,10,6.5,-0.4,48.3,0,,,0,0,51.8,30.8,280,1004.7,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-23T21:00:00,8.5,5,-2.1,47.22,0,,,0,0,47.7,24.5,276,1005.5,0,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-23T22:00:00,7.9,5,-2.1,49.49,0,,,0,0,37.9,17.4,278,1006.2,0,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-23T23:00:00,7.3,4.6,-2.1,51.21,0,,,0,0,36,14.9,274,1006.7,4.4,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-24T00:00:00,6.8,3.6,-2.4,51.86,0,,,0,0,34.4,18.5,275,1006.8,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-24T01:00:00,6.7,3.4,-2.7,51.34,0,,,0,0,31.5,18.3,271,1006.6,6.1,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-24T02:00:00,6.1,3.2,-2.3,54.91,0,,,0,0,31.7,14.6,228,1007.1,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-24T03:00:00,6,3.1,-1.8,57.55,0,,,0,0,,14,243,1007.5,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-24T04:00:00,6.1,3.2,-1.7,57.47,0,,,0,0,29.7,14.2,243,1007.8,88.9,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-24T05:00:00,6.2,2.8,-1.8,56.73,0,,,0,0,31.7,18.1,251,1008.5,97.5,16,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-24T06:00:00,6,3.3,-1.8,57.63,0,,,0,0,,12.5,256,1009.5,97.5,16,1,0,0,,Overcast,cloudy,"D1574,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-24T07:00:00,6.3,2.8,-2.8,52.25,0,,,0,0,,19,287,1010.5,100,16,104,0.4,1,,Overcast,cloudy,"D1574,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-24T08:00:00,5.6,2.1,-3.6,51.57,0,,,0,0,43.6,18.1,293,1011.8,98.2,16,27,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-24T09:00:00,5.1,0.7,-4.3,50.5,0,,,0,0,40.3,24.9,305,1013,98.2,16,76,0.3,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-24T10:00:00,4.5,0.2,-4.6,51.66,0,,,0,0,37.8,21.6,309,1014.2,98.2,16,157,0.6,2,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-24T11:00:00,4.4,0.4,-5,50.46,0,,,0,0,38.2,20.1,289,1014.3,82.6,16,411,1.5,4,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-24T12:00:00,5.2,1.2,-5.6,45.74,0,,,0,0,32.8,20.8,284,1014.4,50,16,586,2.1,6,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-24T13:00:00,5.2,0.9,-6.2,43.55,0,,,0,0,36.9,23.9,306,1014.1,35.9,16,575,2.1,6,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-24T14:00:00,4.1,-0.4,-6.9,44.37,0,,,0,0,40.8,23.9,308,1014.4,82.6,16,506,1.8,5,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-24T15:00:00,3.3,-1.6,-7.1,46.27,0,,,0,0,41.2,24.7,296,1015.3,58.7,16,147,0.5,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-24T16:00:00,2.5,-1.6,-7.6,47.02,0,,,0,0,34.9,16.8,298,1016.4,73.9,16,119,0.4,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-24T17:00:00,2,-2.2,-7.9,47.86,0,,,0,0,35.3,16.7,300,1017.2,73.9,16,18,0.1,0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-24T18:00:00,1.3,-3.6,-8,49.92,0,,,0,0,30.8,19.7,284,1018.1,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-24T19:00:00,0.8,-3.9,-8.5,49.87,0,,,0,0,40.5,17.8,303,1018.4,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-24T20:00:00,0.1,-5.2,-9.1,49.82,0,,,0,0,37.9,21.2,304,1019.3,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-24T21:00:00,-1,-6.7,-9.9,50.89,0,,,0,0,39.8,22.1,304,1019.9,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-24T22:00:00,-1.5,-7.5,-10.6,49.84,0,,,0,0,37.1,23.3,310,1020.5,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-24T23:00:00,-2,-7,-10.7,51.43,0,,,0,0,43.8,15.7,318,1021,4.4,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-25T00:00:00,-2.6,-8.7,-11.7,49.98,0,,,0,0,35.3,20.6,304,1021.2,4.4,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-25T01:00:00,-3.5,-8.7,-11.3,54.68,0,,,0,0,,14.9,326,1021.1,34.2,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-25T02:00:00,-4.2,-9.7,-11.7,55.97,0,,,0,0,30.3,15.6,334,1021.7,34.2,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-25T03:00:00,-4.2,-10,-12.5,52.43,0,,,0,0,27.7,16.7,309,1022.7,19.2,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-25T04:00:00,-4.9,-10.7,-12.9,53.55,0,,,0,0,,16.4,312,1023.4,19.2,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-25T05:00:00,-4.7,-10.2,-12.1,56.23,0,,,0,0,40.7,14.8,308,1024.4,25.4,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-25T06:00:00,-4.2,-9.7,-11.9,55.06,0,,,0,0,31.2,15.2,306,1025.1,25.4,16,1,0,0,,Partially cloudy,partly-cloudy-night,"D1574,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-25T07:00:00,-4.2,-10.7,-11.9,55.06,0,,,0,0,27.7,21,310,1026.1,19.2,16,7,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-25T08:00:00,-4,-9.9,-11.9,54.22,0,,,0,0,33.5,17.8,310,1026.9,19.2,16,39,0.1,0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-25T09:00:00,-3,-8.4,-12.4,48.49,0,,,0,0,36.2,16.7,316,1027.4,34.2,16,140,0.5,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-25T10:00:00,-2.3,-8.8,-13.6,41.51,0,,,0,0,39.4,24.9,318,1028.2,20.3,16,303,1.1,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-25T11:00:00,-1.7,-7,-14.9,35.68,0,,,0,0,33,17.6,330,1028.8,10.5,16,520,1.9,5,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-25T12:00:00,-0.8,-5.5,-16,30.57,0,,,0,0,34.5,16,322,1028.8,0,16,568,2,6,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-25T13:00:00,0.7,-4.6,-17.6,23.96,0,,,0,0,31.2,22.1,355,1028.3,0,16,555,2,6,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-25T14:00:00,0.8,-3.5,-18.7,21.61,0,,,0,0,38.9,15.7,324,1028.8,0,16,481,1.7,5,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-25T15:00:00,1.1,-3.2,-18,22.52,0,,,0,0,31.2,16.4,316,1029.3,0,16,350,1.3,4,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-25T16:00:00,1.2,-3.4,-18.5,21.49,0,,,0,0,,18.1,312,1030.2,0,16,157,0.6,2,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-25T17:00:00,0.4,-4.5,-18.1,23.52,0,,,0,0,33.5,19,310,1030.8,0,16,20,0.1,0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
new york,2018-01-25T18:00:00,0.2,-4.5,-17.2,25.56,0,,,0,0,,17.3,312,1031.7,0,16,1,0,0,,Clear,clear-night,"72505394728,KEWR,DEAN4,KLGA,72502014734,KNYC,72503014732"
new york,2018-01-25T19:00:00,-0.4,-4.9,-17.8,25.58,0,,,0,0,,14.8,324,1033,0,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
